,Date,Day,Month,Year,DayOfWeek,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,H14,A14,Attendance,Strictness,Season,Round,Hpts,Apts,HTS,ATS,HGSR,AGSR,Home_DS,Away_DS,Home_Form_Points,Away_Form_Points,Home_Goal_Diff_Form,Away_Goal_Diff_Form,Home_Win_Streak,Away_Win_Streak,Home_H2H_Win_Rate,Away_H2H_Win_Rate,HTV($m),ATV($m),HTPos_avg,ATPos_avg,HSPE (%),HPE (%),ASPE (%),APE (%)
467,21/10/2001,21,10,2001,1,Leeds,Chelsea,0.0,0.0,D,0.0,0.0,D,P Durkin,18.0,14.0,12.0,6.0,10.0,8.0,20.0,17.0,2.0,3.0,0.0,0.0,2,2,"40,171",8.818181818181820,2001,9,17,12,1.8695652173913000,1.6444444444444400,1.6521739130434800,1.7777777777777800,1.0,1.1555555555555600,2.4,2.0,16.0,7.0,0,1,0.5,0.0,,,,,,,,
468,21/10/2001,21,10,2001,1,Newcastle,Tottenham,0.0,2.0,A,0.0,2.0,A,A Wiley,8.0,9.0,3.0,3.0,7.0,2.0,16.0,10.0,2.0,1.0,0.0,0.0,1,1,"50,593",12.11111111111110,2001,9,14,11,1.4130434782608700,1.2765957446808500,1.2826086956521700,1.297872340425530,1.326086956521740,1.446808510638300,1.8,1.4,7.0,2.0,1,1,0.5,0.0,,,,,,,,
469,22/10/2001,22,10,2001,2,Middlesbrough,Sunderland,2.0,0.0,H,2.0,0.0,H,M Halsey,7.0,15.0,5.0,5.0,4.0,5.0,18.0,16.0,1.0,2.0,1.0,0.0,1,1,"28,432",8.69433962264151,2001,9,5,12,1.0638297872340400,1.4680851063829800,1.1063829787234000,1.1702127659574500,1.297872340425530,1.0851063829787200,1.1,1.3,-8.0,-1.0,0,0,0.0,0.0,,,,,,,,
470,24/10/2001,24,10,2001,4,Aston Villa,Charlton,1.0,0.0,H,1.0,0.0,H,D Pugh,16.0,4.0,6.0,0.0,3.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,2,2,"27,701",11.142857142857100,2001,10,15,10,1.5,1.3478260869565200,1.2826086956521700,1.2608695652173900,1.065217391304350,1.4130434782608700,1.8,1.0,5.0,-5.0,0,0,0.5,0.0,,,,,,,,
471,24/10/2001,24,10,2001,4,Southampton,Ipswich,3.0,3.0,D,2.0,1.0,H,U Rennie,11.0,10.0,6.0,5.0,4.0,7.0,14.0,5.0,2.0,1.0,0.0,0.0,2,3,"29,614",10.586206896551700,2001,10,6,7,1.2608695652173900,1.553191489361700,0.9782608695652170,1.3617021276595700,1.3478260869565200,1.148936170212770,1.2,0.8,-7.0,-5.0,0,0,0.0,0.5,,,,,,,,
472,24/10/2001,24,10,2001,4,West Ham,Chelsea,2.0,1.0,H,2.0,1.0,H,D Gallagher,10.0,15.0,4.0,5.0,1.0,8.0,11.0,6.0,0.0,0.0,0.0,0.0,2,3,"26,520",10.11023622047240,2001,10,7,13,1.0869565217391300,1.6304347826087000,1.1304347826087000,1.7391304347826100,1.434782608695650,1.1304347826087000,1.1,1.8,-7.0,6.0,1,0,0.0,0.5,,,,,,,,
473,27/10/2001,27,10,2001,7,Aston Villa,Bolton,3.0,2.0,H,2.0,1.0,H,E Wolstenholme,10.0,9.0,7.0,5.0,6.0,2.0,13.0,16.0,2.0,3.0,0.0,0.0,3,2,"33,599",13.6,2001,10,15,13,1.5319148936170200,1.5,1.2765957446808500,1.2,1.0425531914893600,1.1,1.8,1.5,5.0,1.0,1,1,0.0,0.0,,,,,,,,
474,27/10/2001,27,10,2001,7,Charlton,Liverpool,0.0,2.0,A,0.0,2.0,A,P Jones,14.0,5.0,4.0,4.0,13.0,1.0,12.0,13.0,0.0,1.0,0.0,1.0,3,4,"22,887",13.10344827586210,2001,10,10,16,1.3191489361702100,1.8478260869565200,1.2340425531914900,1.8695652173913000,1.4042553191489400,1.0434782608695700,1.0,2.0,-5.0,10.0,0,1,0.0,0.5,,,,,,,,
475,27/10/2001,27,10,2001,7,Everton,Newcastle,1.0,3.0,A,0.0,1.0,A,J Winter,18.0,6.0,8.0,4.0,13.0,3.0,8.0,15.0,1.0,2.0,0.0,0.0,2,2,"37,524",9.333333333333330,2001,10,13,14,1.1914893617021300,1.3829787234042600,1.2765957446808500,1.2553191489361700,1.5106382978723400,1.3404255319148900,1.5,1.7,3.0,5.0,1,0,0.0,0.0,,,,,,,,
476,27/10/2001,27,10,2001,7,Fulham,Southampton,2.0,1.0,H,2.0,1.0,H,A D'Urso,19.0,11.0,5.0,5.0,6.0,4.0,8.0,14.0,0.0,2.0,0.0,0.0,2,3,"18,771",12.565656565656600,2001,10,7,6,0.8888888888888890,1.2553191489361700,0.8888888888888890,1.0212765957446800,1.2222222222222200,1.3829787234042600,0.8888888888888890,1.0,-3.0,-8.0,0,0,0.0,0.0,,,,,,,,
477,27/10/2001,27,10,2001,7,Man United,Leeds,1.0,1.0,D,0.0,0.0,D,D Gallagher,18.0,12.0,6.0,6.0,6.0,2.0,16.0,15.0,3.0,3.0,0.0,0.0,4,3,"67,555",10.11023622047240,2001,10,17,18,2.0638297872340400,1.851063829787230,2.234042553191490,1.6170212765957400,1.0,0.9787234042553190,1.7,2.2,8.0,11.0,0,0,0.5,0.0,,,,,,,,
478,27/10/2001,27,10,2001,7,Sunderland,Arsenal,1.0,1.0,D,0.0,1.0,A,M Riley,10.0,14.0,6.0,5.0,7.0,6.0,12.0,22.0,3.0,3.0,0.0,0.0,2,4,"48,029",14.965853658536600,2001,10,12,18,1.4375,1.872340425531920,1.1458333333333300,1.7872340425531900,1.1041666666666700,0.9787234042553190,1.2,1.8,-3.0,12.0,0,0,0.5,0.0,,,,,,,,
479,27/10/2001,27,10,2001,7,Tottenham,Middlesbrough,2.0,1.0,H,0.0,1.0,A,M Dean,10.0,8.0,4.0,3.0,8.0,5.0,11.0,12.0,0.0,0.0,0.0,0.0,2,2,"36,062",14.595365418894800,2001,10,14,8,1.3125,1.1041666666666700,1.3125,1.125,1.4166666666666700,1.2708333333333300,1.4,1.1,2.0,-7.0,2,1,0.0,0.0,,,,,,,,
480,28/10/2001,28,10,2001,1,Derby,Chelsea,1.0,1.0,D,1.0,0.0,H,S Bennett,13.0,19.0,8.0,8.0,4.0,10.0,14.0,11.0,1.0,4.0,0.0,0.0,2,3,"28,910",13.553719008264500,2001,11,6,13,1.0212765957446800,1.5957446808510600,0.9361702127659580,1.7234042553191500,1.5957446808510600,1.148936170212770,0.7,1.7,-9.0,5.0,0,0,0.0,0.5,,,,,,,,
481,28/10/2001,28,10,2001,1,Ipswich,West Ham,2.0,3.0,A,0.0,1.0,A,S Dunn,12.0,12.0,8.0,4.0,8.0,9.0,16.0,11.0,2.0,2.0,0.0,0.0,3,3,"22,834",11.070707070707100,2001,11,8,10,1.5416666666666700,1.127659574468090,1.3958333333333300,1.148936170212770,1.1875,1.425531914893620,0.8,1.1,-5.0,-9.0,0,2,0.0,0.0,,,,,,,,
482,29/10/2001,29,10,2001,2,Blackburn,Leicester,0.0,0.0,D,0.0,0.0,D,R Styles,12.0,10.0,3.0,5.0,7.0,1.0,11.0,7.0,6.0,2.0,0.0,0.0,1,1,"21,873",13.308056872037900,2001,11,11,5,1.3,1.1041666666666700,1.8,0.9375,1.4,1.5416666666666700,1.3,0.5,4.0,-17.0,0,0,0.0,0.0,,,,,,,,
483,03/11/2001,3,11,2001,7,Bolton,Everton,2.0,2.0,D,1.0,1.0,D,A D'Urso,16.0,11.0,8.0,6.0,9.0,3.0,13.0,13.0,4.0,2.0,1.0,0.0,2,2,"27,343",12.565656565656600,2001,11,13,13,1.3636363636363600,1.1666666666666700,1.2727272727272700,1.2708333333333300,1.2727272727272700,1.5416666666666700,1.2,1.4,-5.0,1.0,0,0,0.0,0.0,,,,,,,,
484,03/11/2001,3,11,2001,7,Leicester,Sunderland,1.0,0.0,H,0.0,0.0,D,S Dunn,9.0,11.0,5.0,4.0,7.0,7.0,13.0,20.0,1.0,3.0,0.0,0.0,2,2,"20,573",11.070707070707100,2001,11,5,13,1.1020408163265300,1.4285714285714300,0.9183673469387760,1.1428571428571400,1.510204081632650,1.1020408163265300,0.6,1.0,-12.0,-4.0,0,0,0.5,0.0,,,,,,,,
485,03/11/2001,3,11,2001,7,Middlesbrough,Derby,5.0,1.0,H,0.0,0.0,D,N Barry,11.0,6.0,7.0,4.0,6.0,4.0,10.0,12.0,0.0,1.0,0.0,0.0,2,2,"28,117",10.863157894736800,2001,11,8,6,1.0816326530612200,1.0208333333333300,1.1224489795918400,0.9375,1.2857142857142900,1.5833333333333300,1.1,0.7,-4.0,-9.0,0,0,0.5,0.0,,,,,,,,
486,03/11/2001,3,11,2001,7,Newcastle,Aston Villa,3.0,0.0,H,1.0,0.0,H,C Wilkes,17.0,10.0,7.0,2.0,13.0,8.0,15.0,7.0,0.0,3.0,0.0,0.0,2,3,"51,057",13.379310344827600,2001,11,17,18,1.4166666666666700,1.5625,1.2916666666666700,1.3125,1.3333333333333300,1.0625,1.7,2.1,4.0,9.0,1,2,0.5,0.0,,,,,,,,
487,03/11/2001,3,11,2001,7,Southampton,Blackburn,1.0,2.0,A,1.0,1.0,D,A Wiley,16.0,6.0,6.0,5.0,10.0,4.0,19.0,18.0,1.0,1.0,0.0,0.0,3,2,"30,523",12.11111111111110,2001,11,7,11,1.2291666666666700,1.2727272727272700,1.0208333333333300,1.6363636363636400,1.3958333333333300,1.2727272727272700,0.7,1.4,-10.0,5.0,0,0,0.0,0.0,,,,,,,,
488,03/11/2001,3,11,2001,7,West Ham,Fulham,0.0,2.0,A,0.0,1.0,A,G Barber,12.0,14.0,6.0,6.0,10.0,8.0,13.0,18.0,1.0,3.0,0.0,0.0,3,2,"26,217",13.64102564102560,2001,11,10,10,1.1666666666666700,1.1,1.1875,1.0,1.4375,1.2,1.4,1.1,-7.0,-2.0,3,1,0.0,0.0,,,,,,,,
489,04/11/2001,4,11,2001,1,Arsenal,Charlton,2.0,4.0,A,1.0,2.0,A,M Halsey,26.0,9.0,12.0,4.0,4.0,6.0,9.0,11.0,3.0,2.0,0.0,0.0,3,2,"38,010",8.69433962264151,2001,11,19,10,1.8541666666666700,1.2916666666666700,1.7708333333333300,1.2083333333333300,0.9791666666666670,1.4166666666666700,1.9,1.0,13.0,-3.0,0,0,0.5,0.0,,,,,,,,
490,04/11/2001,4,11,2001,1,Chelsea,Ipswich,2.0,1.0,H,1.0,0.0,H,R Styles,15.0,7.0,6.0,3.0,5.0,6.0,12.0,17.0,0.0,2.0,0.0,0.0,4,4,"40,497",13.308056872037900,2001,12,14,8,1.5833333333333300,1.510204081632650,1.7083333333333300,1.4081632653061200,1.1458333333333300,1.2244897959183700,1.5,0.8,4.0,-5.0,0,0,0.5,0.0,,,,,,,,
491,04/11/2001,4,11,2001,1,Leeds,Tottenham,2.0,1.0,H,0.0,0.0,D,S Bennett,20.0,11.0,9.0,4.0,7.0,3.0,9.0,15.0,1.0,3.0,0.0,0.0,3,2,"40,203",13.553719008264500,2001,12,19,17,1.8333333333333300,1.346938775510200,1.6041666666666700,1.3265306122449000,0.9791666666666670,1.4081632653061200,2.0,1.6,9.0,3.0,0,3,0.5,0.0,,,,,,,,
492,04/11/2001,4,11,2001,1,Liverpool,Man United,3.0,1.0,H,2.0,0.0,H,G Poll,8.0,10.0,5.0,3.0,1.0,1.0,9.0,13.0,0.0,0.0,0.0,0.0,3,3,"44,361",12.258064516129000,2001,12,19,18,1.872340425531920,2.0416666666666700,1.872340425531920,2.2083333333333300,1.0212765957446800,1.0,2.2,1.8,12.0,10.0,2,0,0.5,0.0,,,,,,,,
493,17/11/2001,17,11,2001,7,Aston Villa,Middlesbrough,0.0,0.0,D,0.0,0.0,D,P Jones,8.0,11.0,5.0,2.0,5.0,3.0,16.0,9.0,1.0,2.0,0.0,0.0,1,1,"35,424",13.10344827586210,2001,12,18,11,1.530612244897960,1.12,1.2857142857142900,1.2,1.1020408163265300,1.28,2.0,1.4,6.0,1.0,0,1,0.0,0.0,,,,,,,,
494,17/11/2001,17,11,2001,7,Blackburn,Liverpool,1.0,1.0,D,0.0,1.0,A,M Riley,5.0,5.0,5.0,2.0,6.0,3.0,17.0,10.0,2.0,0.0,0.0,0.0,1,1,"28,859",14.965853658536600,2001,12,14,19,1.4166666666666700,1.8958333333333300,1.6666666666666700,1.8958333333333300,1.25,1.0208333333333300,1.6,2.2,6.0,10.0,1,3,0.0,0.0,,,,,,,,
495,17/11/2001,17,11,2001,7,Derby,Southampton,1.0,0.0,H,1.0,0.0,H,P Durkin,9.0,8.0,3.0,4.0,7.0,6.0,13.0,13.0,0.0,1.0,0.0,0.0,1,1,"32,063",8.818181818181820,2001,12,7,7,1.0,1.2040816326530600,0.9387755102040820,1.0204081632653100,1.653061224489800,1.4081632653061200,0.4,0.7,-14.0,-9.0,0,0,0.0,0.0,,,,,,,,
496,17/11/2001,17,11,2001,7,Fulham,Newcastle,3.0,1.0,H,2.0,0.0,H,E Wolstenholme,8.0,7.0,8.0,1.0,4.0,4.0,10.0,18.0,0.0,6.0,0.0,0.0,1,1,"21,159",13.6,2001,12,13,20,1.2727272727272700,1.4489795918367300,1.0909090909090900,1.3265306122449000,1.0909090909090900,1.3061224489795900,1.4,1.9,1.0,7.0,2,2,0.0,0.0,,,,,,,,
497,17/11/2001,17,11,2001,7,Man United,Leicester,2.0,0.0,H,1.0,0.0,H,A D'Urso,14.0,8.0,7.0,4.0,10.0,4.0,10.0,10.0,2.0,1.0,0.0,0.0,1,1,"67,651",12.565656565656600,2001,12,18,8,2.0,1.14,2.183673469387760,0.92,1.0408163265306100,1.48,1.5,0.9,7.0,-7.0,0,1,0.5,0.0,,,,,,,,
498,17/11/2001,17,11,2001,7,Tottenham,Arsenal,1.0,1.0,D,0.0,0.0,D,J Winter,9.0,5.0,4.0,5.0,9.0,6.0,18.0,16.0,2.0,1.0,0.0,0.0,1,1,"36,049",9.333333333333330,2001,12,17,19,1.32,1.816326530612250,1.32,1.7755102040816300,1.42,1.0408163265306100,1.5,1.6,2.0,7.0,0,0,0.0,0.0,,,,,,,,
499,18/11/2001,18,11,2001,1,Everton,Chelsea,0.0,0.0,D,0.0,0.0,D,M Halsey,12.0,14.0,4.0,7.0,8.0,4.0,11.0,11.0,1.0,3.0,0.0,0.0,0,1,"30,555",8.69433962264151,2001,12,14,14,1.163265306122450,1.6122448979591800,1.2857142857142900,1.7142857142857100,1.5510204081632700,1.1428571428571400,1.2,1.7,0.0,5.0,0,1,0.5,0.0,,,,,,,,
500,18/11/2001,18,11,2001,1,Ipswich,Bolton,1.0,2.0,A,1.0,2.0,A,S Bennett,8.0,10.0,4.0,5.0,12.0,2.0,8.0,16.0,0.0,2.0,0.0,0.0,1,0,"22,335",13.553719008264500,2001,13,8,14,1.48,1.3333333333333300,1.4,1.3333333333333300,1.24,1.3333333333333300,0.5,1.0,-8.0,-6.0,0,0,0.0,0.0,,,,,,,,
501,18/11/2001,18,11,2001,1,Sunderland,Leeds,2.0,0.0,H,0.0,0.0,D,G Barber,12.0,12.0,5.0,6.0,5.0,3.0,25.0,11.0,1.0,3.0,0.0,0.0,0,1,"48,005",13.64102564102560,2001,13,13,22,1.4,1.8571428571428600,1.12,1.6122448979591800,1.1,0.9795918367346940,1.0,2.0,-3.0,8.0,0,1,0.0,0.5,,,,,,,,
502,19/11/2001,19,11,2001,2,Charlton,West Ham,4.0,4.0,D,2.0,2.0,D,A Wiley,18.0,11.0,9.0,7.0,13.0,4.0,8.0,13.0,1.0,2.0,0.0,0.0,0,0,"23,198",12.11111111111110,2001,13,13,13,1.3265306122449000,1.1428571428571400,1.2653061224489800,1.163265306122450,1.4285714285714300,1.4489795918367300,1.3,1.4,0.0,-8.0,1,0,0.0,0.0,,,,,,,,
503,24/11/2001,24,11,2001,7,Bolton,Fulham,0.0,0.0,D,0.0,0.0,D,M Dean,11.0,7.0,5.0,1.0,2.0,3.0,11.0,9.0,1.0,1.0,0.0,0.0,1,1,"23,848",14.595365418894800,2001,13,14,16,1.4615384615384600,1.4166666666666700,1.3846153846153800,1.25,1.3076923076923100,1.0833333333333300,1.0,1.4,-6.0,1.0,1,3,0.0,0.0,,,,,,,,
504,24/11/2001,24,11,2001,7,Chelsea,Blackburn,0.0,0.0,D,0.0,0.0,D,G Poll,14.0,8.0,8.0,2.0,7.0,3.0,13.0,7.0,0.0,2.0,0.0,0.0,1,1,"37,976",12.258064516129000,2001,13,17,15,1.6,1.3846153846153800,1.68,1.6153846153846200,1.12,1.2307692307692300,1.5,1.4,3.0,5.0,0,0,0.0,0.0,,,,,,,,
505,24/11/2001,24,11,2001,7,Leicester,Everton,0.0,0.0,D,0.0,0.0,D,U Rennie,8.0,8.0,7.0,3.0,7.0,2.0,18.0,21.0,2.0,1.0,0.0,0.0,1,1,"21,539",10.586206896551700,2001,13,8,15,1.1176470588235300,1.16,0.9019607843137260,1.26,1.4901960784313700,1.52,0.8,1.2,-9.0,0.0,0,0,0.0,0.0,,,,,,,,
506,24/11/2001,24,11,2001,7,Newcastle,Derby,1.0,0.0,H,1.0,0.0,H,R Styles,17.0,8.0,10.0,4.0,8.0,6.0,10.0,14.0,1.0,2.0,0.0,0.0,1,1,"50,070",13.308056872037900,2001,13,20,10,1.42,1.04,1.32,0.94,1.34,1.62,1.8,0.7,5.0,-11.0,0,1,0.5,0.0,,,,,,,,
507,24/11/2001,24,11,2001,7,Southampton,Charlton,1.0,0.0,H,0.0,0.0,D,D Gallagher,15.0,7.0,8.0,4.0,10.0,5.0,10.0,16.0,0.0,1.0,0.0,0.0,1,1,"31,198",10.11023622047240,2001,13,7,13,1.18,1.32,1.0,1.32,1.4,1.48,0.7,1.1,-8.0,-1.0,0,0,0.0,0.0,,,,,,,,
508,24/11/2001,24,11,2001,7,West Ham,Tottenham,0.0,1.0,A,0.0,0.0,D,D Elleray,10.0,10.0,6.0,3.0,4.0,2.0,18.0,13.0,2.0,2.0,0.0,0.0,1,1,"32,780",9.411764705882350,2001,13,13,18,1.14,1.3137254901960800,1.22,1.3137254901960800,1.5,1.411764705882350,1.4,1.6,-8.0,3.0,0,0,0.0,0.0,,,,,,,,
509,25/11/2001,25,11,2001,1,Arsenal,Man United,3.0,1.0,H,0.0,1.0,A,P Jones,14.0,2.0,10.0,1.0,11.0,2.0,12.0,19.0,2.0,3.0,0.0,0.0,2,2,"38,174",13.10344827586210,2001,13,20,21,1.8,2.02,1.76,2.18,1.04,1.02,1.7,1.7,8.0,9.0,0,1,0.5,0.0,,,,,,,,
510,25/11/2001,25,11,2001,1,Leeds,Aston Villa,1.0,1.0,D,1.0,1.0,D,N Barry,16.0,15.0,9.0,8.0,7.0,6.0,15.0,15.0,2.0,2.0,1.0,0.0,2,1,"40,159",10.863157894736800,2001,14,22,19,1.82,1.52,1.58,1.26,1.0,1.08,1.7,2.0,5.0,6.0,0,0,0.0,0.5,,,,,,,,
511,25/11/2001,25,11,2001,1,Liverpool,Sunderland,1.0,0.0,H,1.0,0.0,H,S Bennett,7.0,12.0,3.0,5.0,4.0,3.0,9.0,12.0,1.0,3.0,1.0,0.0,2,1,"43,537",13.553719008264500,2001,14,22,16,1.8775510204081600,1.4313725490196100,1.8775510204081600,1.1372549019607800,1.0204081632653100,1.0784313725490200,2.0,1.2,9.0,-1.0,0,1,0.0,0.0,,,,,,,,
512,25/11/2001,25,11,2001,1,Middlesbrough,Ipswich,0.0,0.0,D,0.0,0.0,D,D Pugh,9.0,11.0,4.0,3.0,3.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,1,2,"32,586",11.142857142857100,2001,14,12,8,1.1176470588235300,1.4509803921568600,1.1764705882352900,1.392156862745100,1.2549019607843100,1.2549019607843100,1.5,0.5,3.0,-8.0,0,0,0.0,0.5,,,,,,,,
513,01/12/2001,1,12,2001,7,Aston Villa,Leicester,0.0,2.0,A,0.0,1.0,A,S Bennett,11.0,6.0,7.0,4.0,7.0,8.0,8.0,14.0,0.0,4.0,1.0,0.0,2,2,"30,711",13.553719008264500,2001,14,19,9,1.5098039215686300,1.1153846153846200,1.2549019607843100,0.8846153846153850,1.0784313725490200,1.4615384615384600,1.8,0.6,4.0,-10.0,0,0,0.5,0.0,,,,,,,,
514,01/12/2001,1,12,2001,7,Blackburn,Middlesbrough,0.0,1.0,A,0.0,1.0,A,B Knight,14.0,8.0,4.0,5.0,7.0,3.0,8.0,9.0,1.0,2.0,0.0,0.0,2,2,"23,849",12.253968253968300,2001,14,16,12,1.3571428571428600,1.1153846153846200,1.5,1.1538461538461500,1.1428571428571400,1.2307692307692300,1.5,1.6,6.0,6.0,0,0,0.0,0.0,,,,,,,,
515,01/12/2001,1,12,2001,7,Charlton,Newcastle,1.0,1.0,D,0.0,0.0,D,A D'Urso,15.0,12.0,7.0,6.0,3.0,7.0,7.0,11.0,1.0,2.0,0.0,1.0,2,2,"24,151",12.565656565656600,2001,14,14,23,1.2941176470588200,1.4509803921568600,1.2941176470588200,1.3137254901960800,1.4705882352941200,1.3137254901960800,1.0,1.8,-2.0,3.0,0,1,0.5,0.0,,,,,,,,
516,01/12/2001,1,12,2001,7,Derby,Liverpool,0.0,1.0,A,0.0,1.0,A,G Barber,12.0,7.0,4.0,5.0,5.0,9.0,9.0,14.0,1.0,2.0,0.0,0.0,2,3,"33,289",13.64102564102560,2001,14,10,22,1.0196078431372500,1.9,0.9215686274509800,1.86,1.607843137254900,1.0,0.6,2.3,-12.0,11.0,0,1,0.0,0.5,,,,,,,,
517,01/12/2001,1,12,2001,7,Ipswich,Arsenal,0.0,2.0,A,0.0,1.0,A,D Elleray,7.0,7.0,2.0,3.0,12.0,5.0,4.0,9.0,0.0,2.0,0.0,0.0,3,3,"24,666",9.411764705882350,2001,14,8,23,1.4423076923076900,1.8235294117647100,1.3653846153846200,1.7843137254902000,1.2307692307692300,1.0392156862745100,0.5,1.7,-8.0,6.0,0,1,0.0,0.0,,,,,,,,
518,01/12/2001,1,12,2001,7,Man United,Chelsea,0.0,3.0,A,0.0,1.0,A,A Wiley,12.0,14.0,5.0,5.0,7.0,2.0,9.0,16.0,2.0,3.0,0.0,0.0,3,2,"67,544",12.11111111111110,2001,14,21,18,1.9803921568627500,1.588235294117650,2.156862745098040,1.6470588235294100,1.0588235294117600,1.0980392156862700,1.6,1.5,7.0,3.0,0,0,0.0,0.0,,,,,,,,
519,01/12/2001,1,12,2001,7,Sunderland,West Ham,1.0,0.0,H,0.0,0.0,D,P Jones,15.0,10.0,6.0,5.0,3.0,3.0,12.0,16.0,3.0,0.0,0.0,0.0,2,2,"47,437",13.10344827586210,2001,14,16,14,1.4038461538461500,1.1176470588235300,1.1153846153846200,1.196078431372550,1.0769230769230800,1.4901960784313700,0.9,1.3,-3.0,-9.0,0,0,0.0,0.0,,,,,,,,
520,02/12/2001,2,12,2001,1,Everton,Southampton,2.0,0.0,H,0.0,0.0,D,J Winter,13.0,10.0,7.0,4.0,5.0,6.0,19.0,13.0,0.0,1.0,0.0,0.0,2,1,"28,138",9.333333333333330,2001,15,16,10,1.1568627450980400,1.2156862745098000,1.2352941176470600,1.0,1.4901960784313700,1.3725490196078400,1.0,1.0,-2.0,-5.0,0,1,0.0,0.0,,,,,,,,
521,02/12/2001,2,12,2001,1,Fulham,Leeds,0.0,0.0,D,0.0,0.0,D,G Poll,13.0,6.0,5.0,5.0,5.0,5.0,11.0,21.0,1.0,2.0,0.0,0.0,1,3,"20,918",12.258064516129000,2001,15,17,23,1.3846153846153800,1.803921568627450,1.1538461538461500,1.5686274509803900,1.0,1.0,1.4,1.7,1.0,5.0,0,0,0.0,0.0,,,,,,,,
522,03/12/2001,3,12,2001,2,Tottenham,Bolton,3.0,2.0,H,0.0,1.0,A,P Durkin,14.0,9.0,6.0,6.0,5.0,6.0,10.0,14.0,0.0,2.0,0.0,0.0,1,1,"32,971",8.818181818181820,2001,15,21,17,1.3461538461538500,1.4285714285714300,1.3076923076923100,1.2857142857142900,1.3846153846153800,1.2142857142857100,1.6,1.0,2.0,-6.0,1,0,0.0,0.0,,,,,,,,
523,05/12/2001,5,12,2001,4,Chelsea,Charlton,0.0,1.0,A,0.0,0.0,D,D Gallagher,20.0,11.0,5.0,5.0,8.0,1.0,13.0,10.0,1.0,1.0,0.0,0.0,2,2,"33,504",10.11023622047240,2001,15,21,15,1.6153846153846200,1.2884615384615400,1.6730769230769200,1.2884615384615400,1.0769230769230800,1.4615384615384600,1.5,1.1,5.0,0.0,1,0,0.0,0.5,,,,,,,,
524,05/12/2001,5,12,2001,4,West Ham,Aston Villa,1.0,1.0,D,0.0,1.0,A,M Dean,14.0,12.0,8.0,5.0,5.0,6.0,10.0,15.0,2.0,1.0,0.0,0.0,2,2,"28,377",14.595365418894800,2001,15,14,20,1.0961538461538500,1.4807692307692300,1.1730769230769200,1.2307692307692300,1.4807692307692300,1.0961538461538500,1.3,1.7,-8.0,2.0,0,0,0.0,0.0,,,,,,,,
525,08/12/2001,8,12,2001,7,Charlton,Tottenham,3.0,1.0,H,2.0,0.0,H,S Dunn,11.0,14.0,6.0,5.0,9.0,9.0,10.0,12.0,3.0,1.0,0.0,0.0,3,2,"25,125",11.070707070707100,2001,15,15,21,1.320754716981130,1.3773584905660400,1.2830188679245300,1.3396226415094300,1.4339622641509400,1.3962264150943400,1.3,1.9,1.0,4.0,1,2,0.5,0.0,,,,,,,,
526,08/12/2001,8,12,2001,7,Derby,Bolton,1.0,0.0,H,0.0,0.0,D,M Messias,16.0,6.0,6.0,3.0,5.0,4.0,11.0,24.0,0.0,4.0,0.0,0.0,2,2,"25,712",13.688888888888900,2001,15,10,17,1.0,1.3333333333333300,0.9038461538461540,1.3333333333333300,1.5961538461538500,1.3333333333333300,0.5,1.0,-13.0,-6.0,0,0,0.0,0.0,,,,,,,,
527,08/12/2001,8,12,2001,7,Fulham,Everton,2.0,0.0,H,1.0,0.0,H,P Dowd,10.0,5.0,4.0,3.0,6.0,7.0,15.0,25.0,2.0,4.0,1.0,1.0,2,2,"19,338",14.196078431372500,2001,15,17,16,1.3571428571428600,1.1923076923076900,1.0714285714285700,1.25,0.9285714285714290,1.4615384615384600,1.4,1.3,1.0,3.0,0,1,0.0,0.0,,,,,,,,
528,08/12/2001,8,12,2001,7,Leicester,Southampton,0.0,4.0,A,0.0,1.0,A,G Poll,8.0,10.0,4.0,5.0,5.0,4.0,13.0,15.0,1.0,0.0,0.0,0.0,2,2,"20,321",12.258064516129000,2001,15,12,10,1.150943396226420,1.1923076923076900,0.9056603773584910,0.9807692307692310,1.4339622641509400,1.3846153846153800,0.9,0.7,-7.0,-8.0,1,0,0.5,0.0,,,,,,,,
529,08/12/2001,8,12,2001,7,Liverpool,Middlesbrough,2.0,0.0,H,2.0,0.0,H,D Gallagher,8.0,4.0,5.0,2.0,4.0,6.0,7.0,10.0,0.0,2.0,0.0,0.0,3,2,"43,674",10.11023622047240,2001,15,25,15,1.9215686274509800,1.150943396226420,1.8431372549019600,1.150943396226420,0.9803921568627450,1.2075471698113200,2.6,1.6,14.0,5.0,2,1,0.0,0.0,,,,,,,,
530,08/12/2001,8,12,2001,7,Man United,West Ham,0.0,1.0,A,0.0,0.0,D,P Durkin,17.0,8.0,6.0,4.0,12.0,4.0,18.0,8.0,5.0,3.0,0.0,0.0,3,3,"67,582",8.818181818181820,2001,16,21,15,1.9423076923076900,1.0943396226415100,2.1153846153846200,1.169811320754720,1.0961538461538500,1.471698113207550,1.3,1.1,1.0,-11.0,0,0,0.5,0.0,,,,,,,,
